"label","batch","type","time"
"MG007121","D","Sample",1141
"MG007137","D","Sample",1142
"MG007149","D","Sample",1143
"MG007152","D","Sample",1144
"MG007168","D","Sample",1145
"MG007172","D","Sample",1146
"MG007185","D","Sample",1147
"MG007189","D","Sample",1148
"QC013_3","D","QC",1149
"MG007193","D","Sample",1150
"MG007196","D","Sample",1151
"MG007199","D","Sample",1152
"MG007206","D","Sample",1153
"MG007214","D","Sample",1154
"MG007241","D","Sample",1155
"MG007253","D","Sample",1156
"MG007276","D","Sample",1157
"MG007282","D","Sample",1158
"MG007288","D","Sample",1159
"QC014_3","D","QC",1160
"MG007297","D","Sample",1161
"MG007298","D","Sample",1162
"MG007318","D","Sample",1163
"MG007320","D","Sample",1164
"MG007332","D","Sample",1165
"MG007369","D","Sample",1166
"MG007389","D","Sample",1167
"MG007397","D","Sample",1168
"MG007410","D","Sample",1169
"MG007416","D","Sample",1170
"QC015_3","D","QC",1171
"MG007425","D","Sample",1172
"MG007433","D","Sample",1173
"MG007437","D","Sample",1174
"MG007459","D","Sample",1175
"MG007469","D","Sample",1176
"MG007495","D","Sample",1177
"MG007541","D","Sample",1178
"MG007542","D","Sample",1179
"QC016_3","D","QC",1180
"MG007560","D","Sample",1181
"MG007573","D","Sample",1182
"MG007579","D","Sample",1183
"MG007581","D","Sample",1184
"MG007583","D","Sample",1185
"MG007603","D","Sample",1186
"MG007613","D","Sample",1187
"MG007632","D","Sample",1188
"MG007640","D","Sample",1189
"MG007659","D","Sample",1190
"QC017_3","D","QC",1191
"MG007676","D","Sample",1192
"MG007684","D","Sample",1193
"MG007699","D","Sample",1194
"MG007727","D","Sample",1195
"MG007747","D","Sample",1196
"MG007756","D","Sample",1197
"MG007773","D","Sample",1198
"MG007786","D","Sample",1199
"MG007789","D","Sample",1200
"MG007799","D","Sample",1201
"QC018_3","D","QC",1202
"MG007807","D","Sample",1203
"MG007814","D","Sample",1204
"MG007834","D","Sample",1205
"MG007858","D","Sample",1206
"MG007866","D","Sample",1207
"MG007870","D","Sample",1208
"MG007876","D","Sample",1209
"MG007877","D","Sample",1210
"MG007881","D","Sample",1211
"MG007882","D","Sample",1212
"QC019_3","D","QC",1213
"MG007885","D","Sample",1214
"MG007918","D","Sample",1215
"MG007925","D","Sample",1216
"MG007934","D","Sample",1217
"MG007946","D","Sample",1218
"MG007962","D","Sample",1219
"MG007985","D","Sample",1220
"MG008002","D","Sample",1221
"MG008013","D","Sample",1222
"MG008015","D","Sample",1223
"QC020_3","D","QC",1224
"validate03_3","D","validate",1225
"MG008018","D","Sample",1226
"MG008026","D","Sample",1227
"MG008042","D","Sample",1228
"MG008066","D","Sample",1229
"MG008067","D","Sample",1230
"MG008094","D","Sample",1231
"MG008097","D","Sample",1232
"MG008114","D","Sample",1233
"MG008121","D","Sample",1234
"MG008164","D","Sample",1235
"QC021_3","D","QC",1236
"MG008177","D","Sample",1237
"MG008197","D","Sample",1238
"MG008205","D","Sample",1239
"MG008208","D","Sample",1240
"MG008216","D","Sample",1241
"MG008220","D","Sample",1242
"MG008240","D","Sample",1243
"MG008249","D","Sample",1244
"MG008255","D","Sample",1245
"MG008260","D","Sample",1246
"QC022_3","D","QC",1247
"MG008262","D","Sample",1248
"MG008266","D","Sample",1249
"MG008278","D","Sample",1250
"MG008291","D","Sample",1251
"MG008294","D","Sample",1252
"MG008299","D","Sample",1253
"MG008310","D","Sample",1254
"MG008318","D","Sample",1255
"MG008320","D","Sample",1256
"MG008331","D","Sample",1257
"QC023_3","D","QC",1258
"MG008333","D","Sample",1259
"MG008341","D","Sample",1260
"MG008345","D","Sample",1261
"MG008378","D","Sample",1262
"MG008381","D","Sample",1263
"MG008395","D","Sample",1264
"MG008396","D","Sample",1265
"MG008410","D","Sample",1266
"MG008413","D","Sample",1267
"MG008433","D","Sample",1268
"QC024_3","D","QC",1269
"MG008435","D","Sample",1270
"MG008453","D","Sample",1271
"MG008455","D","Sample",1272
"MG008475","D","Sample",1273
"MG008481","D","Sample",1274
"MG008491","D","Sample",1275
"MG008510","D","Sample",1276
"MG008515","D","Sample",1277
"MG008528","D","Sample",1278
"MG008530","D","Sample",1279
"QC025_3","D","QC",1280
"MG008542","D","Sample",1281
"MG008550","D","Sample",1282
"MG008557","D","Sample",1283
"MG008563","D","Sample",1284
"MG008564","D","Sample",1285
"MG008575","D","Sample",1286
"MG008591","D","Sample",1287
"MG008622","D","Sample",1288
"MG008626","D","Sample",1289
"MG008637","D","Sample",1290
"QC026_3","D","QC",1291
"MG008639","D","Sample",1292
"MG008644","D","Sample",1293
"GB002419","D","Sample",1294
"GB033147","D","Sample",1295
"GB034275","D","Sample",1296
"MG006513","D","Sample",1297
"MG007524","D","Sample",1298
"QC027_3","D","QC",1299
